O*NET-SOC Code,risacLetters,ProblemSolving_LV,CriticalThinking_LV,ProblemSolving_Score100,CriticalThinking_Score100,ProblemSolving_ReqLevel,CriticalThinking_ReqLevel,BigFive_Openness_Proxy100,BigFive_Conscientiousness_Proxy100,BigFive_Extraversion_Proxy100,BigFive_Agreeableness_Proxy100,BigFive_EmotionalStability_Proxy100
29-1071.00,SI,4.0,4.62,57.14285714285714,66.0,Mid,Mid,69.83333333333333,92.30000000000001,72.24999999999999,89.66666666666667,93.0
29-1071.01,SC,3.38,3.75,48.285714285714285,53.57142857142857,Mid,Mid,75.83333333333333,92.55,78.125,85.91666666666666,98.0
29-1081.00,IR,4.12,4.25,58.85714285714286,60.71428571428571,Mid,Mid,77.25,91.75,71.25,80.99999999999999,87.5
29-1122.00,SI,3.75,4.0,53.57142857142857,57.14285714285714,Mid,Mid,79.16666666666667,87.44999999999999,75.62500000000001,91.33333333333333,81.74999999999999
29-1122.01,SR,3.5,3.88,50.0,55.42857142857143,Mid,Mid,77.83333333333333,77.85,64.625,83.0,68.5
29-1123.00,SI,3.38,3.88,48.285714285714285,55.42857142857143,Mid,Mid,80.16666666666666,85.15000000000002,84.25,92.5,84.74999999999999
29-1124.00,RS,3.0,3.75,42.85714285714285,53.57142857142857,Mid,Mid,72.91666666666666,85.5,74.0,89.25,82.25
29-1125.00,SI,3.5,4.0,50.0,57.14285714285714,Mid,Mid,84.83333333333334,84.05,86.87499999999999,93.91666666666667,85.5
29-1126.00,SR,3.12,4.0,44.57142857142857,57.14285714285714,Mid,Mid,81.41666666666667,86.94999999999999,77.62500000000001,90.16666666666666,93.25000000000001
29-1127.00,SI,3.88,4.12,55.42857142857143,58.85714285714286,Mid,Mid,83.08333333333333,87.94999999999997,80.0,91.58333333333334,87.5
29-1128.00,RI,3.5,4.0,50.0,57.14285714285714,Mid,Mid,66.25,81.85,73.875,83.75000000000001,71.5
29-1129.01,SA,3.75,4.0,53.57142857142857,57.14285714285714,Mid,Mid,84.08333333333333,85.14999999999999,83.25,93.50000000000003,93.75
29-1129.02,SA,3.38,4.0,48.285714285714285,57.14285714285714,Mid,Mid,83.33333333333333,84.35,74.50000000000001,89.41666666666667,84.5
29-1131.00,RI,3.75,4.25,53.57142857142857,60.71428571428571,Mid,Mid,75.41666666666667,88.35000000000002,82.25,85.58333333333333,90.75
29-1141.00,SI,3.38,4.12,48.285714285714285,58.85714285714286,Mid,Mid,74.66666666666667,83.2,76.62499999999999,83.74999999999999,87.25
29-1141.01,SI,3.75,4.0,53.57142857142857,57.14285714285714,Mid,Mid,76.41666666666669,88.75,81.74999999999999,90.16666666666666,96.50000000000001
29-1141.02,IS,3.5,4.0,50.0,57.14285714285714,Mid,Mid,75.0,89.20000000000002,79.125,89.41666666666667,95.75
29-1141.03,SI,3.38,4.12,48.285714285714285,58.85714285714286,Mid,Mid,75.91666666666666,89.7,73.25,85.41666666666667,92.75
29-1141.04,SI,3.75,4.25,53.57142857142857,60.71428571428571,Mid,Mid,85.33333333333333,87.94999999999999,82.375,80.50000000000001,85.25
29-1151.00,SR,4.25,4.0,60.71428571428571,57.14285714285714,Mid,Mid,80.91666666666666,92.04999999999998,75.49999999999999,85.75,96.24999999999999
29-1161.00,SI,3.75,4.38,53.57142857142857,62.57142857142857,Mid,Mid,74.16666666666667,88.94999999999999,79.5,90.91666666666667,95.5
29-1171.00,IS,4.12,4.12,58.85714285714286,58.85714285714286,Mid,Mid,76.83333333333333,88.9,74.375,84.00000000000001,87.00000000000001
29-1181.00,IS,3.88,4.25,55.42857142857143,60.71428571428571,Mid,Mid,75.08333333333333,87.1,75.0,86.66666666666664,75.0
29-1211.00,IS,4.0,4.38,57.14285714285714,62.57142857142857,Mid,Mid,72.91666666666666,90.35000000000002,70.25,75.91666666666666,87.25
29-1212.00,IR,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
29-1213.00,IR,3.88,4.25,55.42857142857143,60.71428571428571,Mid,Mid,78.58333333333334,90.05000000000001,81.25,86.00000000000001,84.74999999999999
29-1214.00,IS,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
29-1215.00,SI,4.25,4.5,60.71428571428571,64.28571428571429,Mid,Mid,74.91666666666667,95.5,81.99999999999999,84.74999999999999,88.99999999999999
29-1216.00,IS,4.0,4.75,57.14285714285714,67.85714285714286,Mid,Mid,76.49999999999999,87.85000000000001,75.125,79.58333333333331,88.25
29-1217.00,IS,4.62,4.88,66.0,69.71428571428572,Mid,Mid,79.5,89.00000000000001,83.74999999999999,89.66666666666667,91.5
29-1218.00,IS,4.0,5.0,57.14285714285714,71.42857142857143,Mid,Advanced,64.0,90.5,72.75,85.83333333333331,91.75
29-1221.00,SI,4.12,4.5,58.85714285714286,64.28571428571429,Mid,Mid,64.58333333333334,88.75,77.49999999999999,89.58333333333333,82.74999999999999
29-1222.00,IR,4.62,4.62,66.0,66.0,Mid,Mid,71.16666666666666,90.5,61.5,70.58333333333331,85.75
29-1223.00,IS,4.25,4.62,60.71428571428571,66.0,Mid,Mid,74.91666666666666,85.24999999999999,79.37500000000001,84.16666666666666,87.99999999999999
29-1224.00,IC,4.25,4.88,60.71428571428571,69.71428571428572,Mid,Mid,64.16666666666666,87.19999999999999,71.25,79.75000000000001,84.00000000000001
29-1229.01,IS,4.12,4.12,58.85714285714286,58.85714285714286,Mid,Mid,81.25,88.79999999999998,83.25,85.33333333333334,90.25000000000001
29-1229.02,SI,4.25,4.75,60.71428571428571,67.85714285714286,Mid,Mid,70.66666666666667,88.39999999999999,78.0,86.83333333333331,92.0
29-1229.03,IR,4.25,4.5,60.71428571428571,64.28571428571429,Mid,Mid,84.16666666666669,97.6,78.49999999999999,87.25,97.75
29-1229.04,IS,4.12,4.62,58.85714285714286,66.0,Mid,Mid,83.0,92.44999999999999,85.75,90.91666666666667,90.5
29-1229.05,IS,5.0,5.12,71.42857142857143,73.14285714285714,Advanced,Advanced,66.16666666666666,82.85,74.375,79.91666666666666,72.25
29-1229.06,IS,4.0,4.5,57.14285714285714,64.28571428571429,Mid,Mid,77.16666666666667,89.84999999999998,80.375,88.5,83.25
29-1241.00,IS,4.12,4.88,58.85714285714286,69.71428571428572,Mid,Mid,76.25,90.09999999999998,74.49999999999999,81.74999999999999,88.75
29-1242.00,IR,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
29-1243.00,IS,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
29-1291.00,SI,3.12,3.88,44.57142857142857,55.42857142857143,Mid,Mid,69.08333333333334,79.89999999999999,59.25,65.91666666666667,65.5
29-1292.00,SR,2.75,3.12,39.285714285714285,44.57142857142857,Low,Mid,76.25,84.39999999999999,68.875,90.00000000000001,85.5
29-1299.01,IS,4.0,4.12,57.14285714285714,58.85714285714286,Mid,Mid,76.75,90.7,72.875,85.75,89.5
29-1299.02,IR,3.75,4.0,53.57142857142857,57.14285714285714,Mid,Mid,66.33333333333334,84.74999999999999,71.125,89.41666666666667,77.75000000000001
29-2011.00,IR,3.38,4.0,48.285714285714285,57.14285714285714,Mid,Mid,68.58333333333334,85.19999999999999,65.5,76.33333333333334,83.25
29-2011.01,IR,3.38,4.0,48.285714285714285,57.14285714285714,Mid,Mid,61.41666666666667,82.90000000000002,48.24999999999999,61.583333333333336,70.0
29-2011.02,IR,3.12,3.88,44.57142857142857,55.42857142857143,Mid,Mid,60.583333333333336,83.4,37.0,55.333333333333336,67.0
29-2011.04,IR,3.0,3.5,42.85714285714285,50.0,Mid,Mid,61.50000000000001,81.35,47.12499999999999,60.0,73.75
29-2012.00,RI,3.0,3.38,42.85714285714285,48.285714285714285,Mid,Mid,74.58333333333333,85.15000000000002,58.375,71.0,78.49999999999999
29-2012.01,RI,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
29-2031.00,RI,3.12,3.75,44.57142857142857,53.57142857142857,Mid,Mid,71.83333333333334,81.95000000000002,71.0,85.41666666666667,86.00000000000001
29-2032.00,RC,3.0,3.5,42.85714285714285,50.0,Mid,Mid,81.25,89.04999999999998,75.25,86.83333333333334,89.99999999999999
29-2033.00,RI,3.0,3.62,42.85714285714285,51.71428571428572,Mid,Mid,75.25,81.39999999999998,73.0,84.99999999999999,81.5
29-2034.00,RC,2.5,3.5,35.714285714285715,50.0,Low,Mid,75.66666666666666,83.15,65.375,82.66666666666667,85.00000000000001
29-2035.00,RC,3.0,3.62,42.85714285714285,51.71428571428572,Mid,Mid,69.16666666666667,82.65,58.62499999999999,77.91666666666666,79.25
29-2036.00,IC,3.88,4.25,55.42857142857143,60.71428571428571,Mid,Mid,71.66666666666667,87.25,49.375,65.83333333333333,81.25
29-2042.00,SR,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
29-2043.00,SR,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
29-2051.00,SR,3.0,3.12,42.85714285714285,44.57142857142857,Mid,Mid,87.91666666666667,87.44999999999999,88.5,90.08333333333331,92.25000000000001
29-2052.00,CR,2.88,3.62,41.14285714285714,51.71428571428572,Low,Mid,65.0,81.80000000000001,68.12499999999999,76.66666666666669,82.0
29-2053.00,SI,3.0,3.75,42.85714285714285,53.57142857142857,Mid,Mid,82.5,84.55,81.74999999999999,89.75,93.25000000000001
29-2055.00,RC,3.0,3.12,42.85714285714285,44.57142857142857,Mid,Mid,78.08333333333333,83.3,68.625,78.49999999999999,87.25
29-2056.00,RI,3.12,4.0,44.57142857142857,57.14285714285714,Mid,Mid,68.0,83.1,69.75,76.16666666666667,88.75
29-2057.00,RC,2.38,3.12,34.0,44.57142857142857,Low,Mid,62.16666666666666,85.1,62.87499999999999,81.75000000000001,83.25
29-2061.00,SR,3.0,4.0,42.85714285714285,57.14285714285714,Mid,Mid,79.33333333333333,83.70000000000002,79.125,85.08333333333333,86.5
29-2072.00,CI,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
29-2081.00,CR,3.0,3.88,42.85714285714285,55.42857142857143,Mid,Mid,65.58333333333334,80.89999999999999,61.5,77.83333333333333,78.0
29-2091.00,RI,3.75,4.12,53.57142857142857,58.85714285714286,Mid,Mid,74.25,83.99999999999999,61.375,77.41666666666667,75.0
29-2092.00,SI,3.0,3.62,42.85714285714285,51.71428571428572,Mid,Mid,76.41666666666667,90.8,71.875,83.41666666666667,90.99999999999999
29-2099.01,IR,3.0,4.0,42.85714285714285,57.14285714285714,Mid,Mid,71.0,88.35000000000002,66.625,87.41666666666667,88.75
29-2099.05,RI,2.88,3.62,41.14285714285714,51.71428571428572,Low,Mid,60.83333333333334,81.30000000000001,69.0,84.58333333333331,80.0
29-2099.08,SI,3.12,3.75,44.57142857142857,53.57142857142857,Mid,Mid,78.0,89.84999999999998,83.99999999999999,94.08333333333331,95.24999999999999
29-9021.00,CI,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
29-9091.00,SR,3.38,4.12,48.285714285714285,58.85714285714286,Mid,Mid,75.58333333333331,87.4,76.25,86.16666666666666,88.25
29-9092.00,IS,3.75,4.12,53.57142857142857,58.85714285714286,Mid,Mid,65.91666666666667,80.65,69.125,82.66666666666667,76.0
29-9093.00,RC,3.12,3.5,44.57142857142857,50.0,Mid,Mid,78.16666666666666,87.75,73.375,84.41666666666667,89.99999999999999
29-9099.01,SI,3.25,4.0,46.42857142857143,57.14285714285714,Mid,Mid,79.25000000000001,88.05000000000001,83.25,86.91666666666666,93.75
31-1121.00,SR,3.0,3.25,42.85714285714285,46.42857142857143,Mid,Mid,71.91666666666667,79.25,68.37500000000001,83.66666666666667,84.25
31-1122.00,SC,2.38,3.12,34.0,44.57142857142857,Low,Mid,73.41666666666667,77.4,66.25,79.08333333333333,83.0
31-1131.00,SR,2.25,3.12,32.142857142857146,44.57142857142857,Low,Mid,78.25,82.94999999999999,78.25,87.25000000000003,86.25
31-1132.00,RC,1.62,2.12,23.142857142857142,30.28571428571429,Low,Low,56.99999999999999,67.0,57.62499999999999,81.16666666666667,80.75000000000001
31-1133.00,SI,3.0,3.38,42.85714285714285,48.285714285714285,Mid,Mid,60.5,69.0,71.0,77.00000000000003,79.75000000000001
31-2011.00,SC,3.0,3.38,42.85714285714285,48.285714285714285,Mid,Mid,87.66666666666667,87.1,81.375,91.58333333333334,83.5
31-2012.00,SR,2.88,3.38,41.14285714285714,48.285714285714285,Low,Mid,68.75,81.25,72.125,89.08333333333334,83.74999999999999
31-2021.00,SR,3.0,3.88,42.85714285714285,55.42857142857143,Mid,Mid,75.33333333333331,81.25,72.0,85.83333333333331,84.25
31-2022.00,SR,2.62,3.12,37.42857142857143,44.57142857142857,Low,Mid,69.0,81.35,55.62499999999999,82.08333333333333,69.0
31-9011.00,SR,2.75,3.25,39.285714285714285,46.42857142857143,Low,Mid,74.33333333333333,80.60000000000001,60.62499999999999,82.99999999999999,70.25
31-9091.00,CR,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid,72.5,83.05,72.875,78.25,86.00000000000001
31-9092.00,CS,2.88,3.62,41.14285714285714,51.71428571428572,Low,Mid,79.75000000000001,85.80000000000001,70.5,84.33333333333333,88.25
31-9093.00,RC,2.5,2.88,35.714285714285715,41.14285714285714,Low,Low,77.50000000000001,84.25,74.25,83.25,84.25
31-9094.00,CS,2.5,3.12,35.714285714285715,44.57142857142857,Low,Mid,66.0,80.35000000000001,35.375,55.249999999999986,62.5
31-9095.00,CE,2.38,2.88,34.0,41.14285714285714,Low,Low,56.75,70.0,55.125,74.33333333333333,74.75
31-9096.00,RI,2.25,3.12,32.142857142857146,44.57142857142857,Low,Mid,58.91666666666667,85.6,72.0,79.16666666666667,82.25
31-9097.00,RC,2.38,3.25,34.0,46.42857142857143,Low,Mid,75.0,86.60000000000001,68.125,85.58333333333333,89.75
31-9099.01,SC,3.12,3.62,44.57142857142857,51.71428571428572,Mid,Mid,86.41666666666667,89.55,76.375,89.58333333333333,88.25
31-9099.02,RC,3.0,3.12,42.85714285714285,44.57142857142857,Mid,Mid,71.16666666666666,84.65,63.125,78.83333333333333,85.5
33-1011.00,EC,3.25,4.0,46.42857142857143,57.14285714285714,Mid,Mid,75.16666666666667,85.95000000000002,83.74999999999999,82.0,93.25000000000001
33-1012.00,EC,4.0,4.0,57.14285714285714,57.14285714285714,Mid,Mid,68.0,83.05,84.25,79.91666666666666,93.5
33-1021.00,ER,3.38,3.75,48.285714285714285,53.57142857142857,Mid,Mid,68.5,82.89999999999999,78.75000000000001,77.50000000000001,88.25
33-1091.00,EC,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
33-2011.00,R,3.0,3.75,42.85714285714285,53.57142857142857,Mid,Mid,68.91666666666666,84.85000000000001,82.375,84.66666666666667,92.0
33-2021.00,RC,3.25,3.75,46.42857142857143,53.57142857142857,Mid,Mid,68.16666666666666,80.0,68.875,76.08333333333333,74.75
33-2022.00,RC,3.25,3.88,46.42857142857143,55.42857142857143,Mid,Mid,76.66666666666666,78.84999999999998,74.75,72.16666666666667,86.75
33-3011.00,RC,2.38,3.12,34.0,44.57142857142857,Low,Mid,63.083333333333336,74.1,62.25000000000001,75.25,84.25
33-3012.00,RC,2.88,3.62,41.14285714285714,51.71428571428572,Low,Mid,69.08333333333333,76.29999999999998,71.875,74.41666666666666,80.5
33-3021.00,IC,3.62,4.12,51.71428571428572,58.85714285714286,Mid,Mid,76.41666666666667,86.79999999999998,75.62500000000001,76.91666666666667,89.99999999999999
33-3021.02,CR,3.12,4.0,44.57142857142857,57.14285714285714,Mid,Mid,73.66666666666667,78.75000000000001,56.749999999999986,62.24999999999999,81.5
33-3021.06,IC,3.62,4.38,51.71428571428572,62.57142857142857,Mid,Mid,76.83333333333333,86.3,60.25,64.08333333333334,81.5
33-3031.00,RC,3.25,4.0,46.42857142857143,57.14285714285714,Mid,Mid,81.33333333333333,84.80000000000001,64.25,68.83333333333333,88.5
33-3041.00,RC,2.38,3.0,34.0,42.85714285714285,Low,Mid,74.41666666666666,74.35000000000001,51.24999999999999,64.08333333333334,83.25
33-3051.00,RC,2.88,3.88,41.14285714285714,55.42857142857143,Low,Mid,72.25000000000001,88.35000000000002,81.5,81.66666666666667,93.0
33-3051.04,CE,3.0,3.88,42.85714285714285,55.42857142857143,Mid,Mid,64.99999999999999,78.85,62.0,66.66666666666666,83.5
33-3052.00,RC,3.0,3.38,42.85714285714285,48.285714285714285,Mid,Mid,73.16666666666669,83.14999999999999,77.75000000000001,75.75,95.75
33-9011.00,RC,2.75,3.5,39.285714285714285,50.0,Low,Mid,84.99999999999999,84.00000000000001,57.75,73.41666666666667,91.75
33-9021.00,CE,3.0,4.12,42.85714285714285,58.85714285714286,Mid,Mid,76.08333333333333,86.75000000000001,53.37499999999999,59.916666666666664,80.25
33-9031.00,CE,2.5,3.75,35.714285714285715,53.57142857142857,Low,Mid,61.83333333333333,76.29999999999998,68.5,75.50000000000001,80.75000000000001
33-9032.00,RC,2.38,3.0,34.0,42.85714285714285,Low,Mid,82.83333333333334,85.05,81.62500000000001,88.58333333333334,87.5
33-9091.00,RC,1.88,2.5,26.857142857142858,35.714285714285715,Low,Low,63.083333333333336,71.50000000000001,60.5,74.58333333333334,77.0
33-9092.00,RS,2.62,3.0,37.42857142857143,42.85714285714285,Low,Mid,60.5,67.15,63.125,76.41666666666664,79.0
33-9093.00,CR,2.75,3.5,39.285714285714285,50.0,Low,Mid,57.91666666666666,77.35000000000001,62.87499999999999,72.83333333333334,85.25
33-9094.00,SC,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
33-9099.02,CE,2.88,3.62,41.14285714285714,51.71428571428572,Low,Mid,74.91666666666666,86.80000000000001,75.875,77.58333333333334,86.00000000000001
35-1011.00,ER,3.25,3.88,46.42857142857143,55.42857142857143,Mid,Mid,80.75000000000001,86.79999999999998,76.75,74.33333333333336,89.75
35-1012.00,EC,3.0,4.0,42.85714285714285,57.14285714285714,Mid,Mid,67.83333333333333,73.75,72.50000000000001,74.41666666666666,86.00000000000001
35-2011.00,RC,2.12,2.38,30.28571428571429,34.0,Low,Low,51.083333333333336,59.199999999999996,58.25,64.08333333333333,62.0
35-2012.00,RC,2.88,2.88,41.14285714285714,41.14285714285714,Low,Low,72.41666666666666,79.85000000000002,66.0,72.83333333333334,83.74999999999999
35-2013.00,RC,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid,75.0,83.5,49.5,63.83333333333333,76.0
35-2014.00,RC,2.12,3.0,30.28571428571429,42.85714285714285,Low,Mid,67.66666666666666,75.70000000000002,69.0,74.08333333333333,81.0
35-2015.00,RC,2.12,2.75,30.28571428571429,39.285714285714285,Low,Low,66.33333333333333,72.5,63.0,70.83333333333334,75.49999999999999
35-2021.00,RC,2.0,2.0,28.57142857142857,28.57142857142857,Low,Low,57.58333333333333,67.49999999999999,53.75,57.166666666666664,61.0
35-3011.00,RC,2.62,2.88,37.42857142857143,41.14285714285714,Low,Low,68.0,77.59999999999998,67.5,76.41666666666667,75.0
35-3023.00,RC,1.62,2.62,23.142857142857142,37.42857142857143,Low,Low,72.66666666666667,75.85000000000002,70.24999999999999,75.41666666666667,78.49999999999999
35-3023.01,RC,2.25,2.75,32.142857142857146,39.285714285714285,Low,Low,55.50000000000001,60.25,59.375,73.0,75.25
35-3031.00,SC,2.12,2.75,30.28571428571429,39.285714285714285,Low,Low,62.08333333333332,72.45000000000002,67.75,76.25,77.49999999999999
35-3041.00,RS,2.12,2.38,30.28571428571429,34.0,Low,Low,77.08333333333333,79.45,75.0,79.66666666666666,87.25
35-9011.00,RC,2.0,2.25,28.57142857142857,32.142857142857146,Low,Low,55.91666666666667,75.05000000000001,65.25,79.91666666666666,80.25
35-9021.00,RC,2.12,2.12,30.28571428571429,30.28571428571429,Low,Low,63.58333333333333,72.55,60.00000000000001,71.25,70.5
35-9031.00,SE,1.75,2.62,25.0,37.42857142857143,Low,Low,50.41666666666666,63.05000000000002,61.0,74.58333333333333,77.49999999999999
37-1011.00,EC,2.88,3.25,41.14285714285714,46.42857142857143,Low,Mid,71.83333333333334,81.65,84.5,83.08333333333333,79.75000000000001
37-1012.00,EC,3.0,3.75,42.85714285714285,53.57142857142857,Mid,Mid,71.83333333333334,74.3,70.25,68.91666666666666,75.0
37-2011.00,RC,2.12,2.12,30.28571428571429,30.28571428571429,Low,Low,62.83333333333334,72.10000000000001,53.25,56.25,57.25
37-2012.00,RC,2.12,2.12,30.28571428571429,30.28571428571429,Low,Low,68.08333333333336,74.55000000000001,56.625,72.5,76.25
37-2021.00,RC,3.0,3.38,42.85714285714285,48.285714285714285,Mid,Mid,66.58333333333331,74.3,54.0,64.41666666666667,71.75
37-3011.00,RC,2.12,1.88,30.28571428571429,26.857142857142858,Low,Low,61.583333333333336,72.7,55.625,68.25000000000001,66.75
37-3012.00,RC,2.88,2.88,41.14285714285714,41.14285714285714,Low,Low,65.08333333333333,70.39999999999999,58.375,63.916666666666664,63.0
37-3013.00,RC,2.75,3.0,39.285714285714285,42.85714285714285,Low,Mid,56.75,72.19999999999999,66.625,73.58333333333333,72.75
39-1013.00,EC,3.0,3.88,42.85714285714285,55.42857142857143,Mid,Mid,62.08333333333332,81.25,75.125,77.83333333333333,89.25
39-1014.00,EC,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
39-1022.00,EC,3.0,3.88,42.85714285714285,55.42857142857143,Mid,Mid,84.08333333333333,93.45000000000002,91.25000000000001,92.75,95.5
39-2011.00,RS,2.75,3.38,39.285714285714285,48.285714285714285,Low,Mid,74.33333333333333,77.05,68.37500000000001,71.91666666666667,75.0
39-2021.00,RS,2.25,2.88,32.142857142857146,41.14285714285714,Low,Low,71.16666666666666,80.74999999999999,63.5,73.5,83.0
39-3011.00,CE,2.0,2.88,28.57142857142857,41.14285714285714,Low,Low,65.08333333333334,76.15,70.75,79.58333333333331,83.74999999999999
39-3012.00,CE,2.25,2.88,32.142857142857146,41.14285714285714,Low,Low,58.58333333333334,70.8,51.0,69.75000000000001,76.25
39-3021.00,RC,2.25,2.75,32.142857142857146,39.285714285714285,Low,Low,64.41666666666667,72.24999999999999,46.12499999999999,53.83333333333334,68.25
39-3031.00,SC,2.12,2.62,30.28571428571429,37.42857142857143,Low,Low,55.83333333333334,63.44999999999998,63.5,78.33333333333334,65.25
39-3091.00,CS,2.12,2.75,30.28571428571429,39.285714285714285,Low,Low,58.91666666666667,57.300000000000004,64.125,74.16666666666667,63.5
39-3092.00,AC,2.38,2.88,34.0,41.14285714285714,Low,Low,72.58333333333334,70.64999999999999,60.74999999999999,73.66666666666667,77.49999999999999
39-3093.00,CR,2.0,2.75,28.57142857142857,39.285714285714285,Low,Low,61.66666666666667,70.74999999999999,61.375,75.25000000000001,69.0
39-4011.00,RC,3.0,3.12,42.85714285714285,44.57142857142857,Mid,Mid,70.16666666666667,86.00000000000001,72.75,83.83333333333334,85.25
39-4012.00,RC,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
39-4021.00,RS,2.0,2.62,28.57142857142857,37.42857142857143,Low,Low,61.16666666666667,77.05000000000001,63.74999999999999,79.58333333333334,73.0
39-4031.00,CE,3.12,3.62,44.57142857142857,51.71428571428572,Mid,Mid,62.66666666666666,79.80000000000001,72.75,80.16666666666666,78.0
39-5011.00,RC,2.12,2.75,30.28571428571429,39.285714285714285,Low,Low,67.41666666666667,72.95000000000002,72.25,80.5,70.25
39-5012.00,RC,2.88,3.5,41.14285714285714,50.0,Low,Mid,78.0,78.94999999999999,64.625,78.0,69.5
39-5091.00,AR,2.75,3.25,39.285714285714285,46.42857142857143,Low,Mid,81.16666666666667,87.85000000000001,71.75,83.33333333333333,92.5
39-5092.00,RC,2.0,2.5,28.57142857142857,35.714285714285715,Low,Low,61.083333333333336,57.9,41.37500000000001,56.58333333333333,66.0
39-5093.00,RS,1.88,2.12,26.857142857142858,30.28571428571429,Low,Low,67.0,73.14999999999999,69.125,74.66666666666667,77.49999999999999
39-5094.00,RS,2.88,3.0,41.14285714285714,42.85714285714285,Low,Mid,81.74999999999999,83.50000000000001,72.0,93.66666666666667,84.00000000000001
39-6011.00,RC,2.12,2.75,30.28571428571429,39.285714285714285,Low,Low,59.58333333333332,71.49999999999999,56.49999999999999,66.83333333333333,67.25
39-6012.00,SE,2.62,3.62,37.42857142857143,51.71428571428572,Low,Mid,83.41666666666667,89.80000000000001,79.0,87.91666666666667,87.5
39-7011.00,SE,2.12,3.12,30.28571428571429,44.57142857142857,Low,Mid,69.5,76.25,68.875,79.66666666666666,69.25
39-7012.00,SE,3.12,3.75,44.57142857142857,53.57142857142857,Mid,Mid,73.5,74.25,77.875,86.5,82.5
39-9011.00,SC,2.88,3.0,41.14285714285714,42.85714285714285,Low,Mid,73.99999999999999,76.39999999999998,75.875,83.66666666666667,86.75
39-9011.01,SA,3.0,3.12,42.85714285714285,44.57142857142857,Mid,Mid,79.0,85.00000000000001,72.5,87.33333333333333,90.99999999999999
39-9031.00,SR,2.75,3.12,39.285714285714285,44.57142857142857,Low,Mid,72.58333333333334,74.75000000000001,77.375,79.66666666666666,63.0
39-9032.00,SE,3.0,3.62,42.85714285714285,51.71428571428572,Mid,Mid,81.08333333333333,84.55000000000001,84.375,87.33333333333333,84.5
39-9041.00,SC,3.0,4.0,42.85714285714285,57.14285714285714,Mid,Mid,74.00000000000001,80.89999999999998,84.74999999999999,86.58333333333333,86.25
41-1011.00,EC,3.5,3.88,50.0,55.42857142857143,Mid,Mid,83.41666666666667,84.74999999999999,88.12500000000001,86.83333333333334,95.5
41-1012.00,EC,3.62,3.88,51.71428571428572,55.42857142857143,Mid,Mid,56.749999999999986,80.2,70.625,67.33333333333333,72.25
41-2011.00,CE,2.0,2.75,28.57142857142857,39.285714285714285,Low,Low,55.41666666666667,67.75,59.25,71.83333333333334,69.25
41-2012.00,CE,2.25,2.88,32.142857142857146,41.14285714285714,Low,Low,63.916666666666664,82.55000000000001,55.49999999999999,79.58333333333334,86.75
41-2021.00,CE,2.38,2.88,34.0,41.14285714285714,Low,Low,60.08333333333334,76.35000000000001,65.125,73.75,79.75000000000001
41-2022.00,CR,2.88,3.25,41.14285714285714,46.42857142857143,Low,Mid,67.66666666666666,81.35,70.75,73.08333333333333,77.49999999999999
41-2031.00,EC,2.5,3.12,35.714285714285715,44.57142857142857,Low,Mid,65.25,74.05000000000001,66.25000000000001,72.00000000000001,71.75
41-3011.00,EC,3.12,3.75,44.57142857142857,53.57142857142857,Mid,Mid,75.08333333333333,85.79999999999998,68.0,69.83333333333333,84.25
41-3021.00,EC,3.12,3.88,44.57142857142857,55.42857142857143,Mid,Mid,73.75,85.94999999999999,60.5,69.58333333333333,77.75000000000001
41-3031.00,EC,3.5,3.75,50.0,53.57142857142857,Mid,Mid,69.5,83.85000000000001,61.74999999999999,63.83333333333333,84.5
41-3041.00,EC,2.88,3.75,41.14285714285714,53.57142857142857,Low,Mid,46.916666666666664,71.1,43.12499999999999,49.74999999999999,56.49999999999999
41-3091.00,EC,0.0,0.0,0.0,0.0,Low,Low,50.0,50.0,50.0,50.0,50.0
41-4011.00,EC,3.12,3.75,44.57142857142857,53.57142857142857,Mid,Mid,73.25,81.45,61.25000000000001,67.33333333333333,81.0
41-4011.07,EC,3.12,3.62,44.57142857142857,51.71428571428572,Mid,Mid,70.25,81.04999999999998,57.75,59.333333333333336,65.75
41-4012.00,EC,3.0,3.75,42.85714285714285,53.57142857142857,Mid,Mid,78.99999999999999,79.69999999999999,73.625,73.66666666666667,81.5
